"Artikelnummer";"EAN";"Bezeichnung";"Preis";"Rabatt";"Ihr Preis";"Lieferstatus";"Bildname";"USK/FSK";"Trailerlink";"Viewkey";"Warengruppe";"Untergruppe";"breadcrumb";"Genre"
"PS45213";"0711719338505";"The Last of US  Part II  Special Edition  PS4";"69.990";"0";"69.990";"lieferbar";"0711719338505.jpg";"18";"";"";"PS4";"";"SONY PS4  SPIELE";"Actionspiele"
"PS45059";"5026555426183";"The Outer Worlds  PS4";"16.990";"0";"16.990";"lieferbar";"5026555426183.jpg";"16";"";"";"PS4";"";"SONY PS4  SPIELE";"Actionspiele"
"PS45241";"5030917291180";"Tony Hawk´s Pro Skater 1+2  PS4";"29.000";"0";"29.000";"Neuheit";"5030917291180.jpg";"0";"";"";"PS4";"";"SONY PS4  SPIELE";"Sportspiele"
"PS45220";"4020628767730";"Wasteland 3  Day One Edition  PS4";"36.500";"0";"36.500";"Neuheit";"4020628767730.jpg";"18";"";"";"PS4";"";"SONY PS4  SPIELE";"Actionspiele"
"PS45154";"3307216135142";"Watch Dogs: Legion  PS4";"48.000";"0";"48.000";"Neuheit";"3307216135142.jpg";"";"";"";"PS4";"";"SONY PS4  SPIELE";"Actionspiele"
"PS45156";"3307216137320";"Watch Dogs: Legion  Ultimate Edition  PS4";"73.500";"0";"73.500";"Neuheit";"3307216137320.jpg";"";"";"";"PS4";"";"SONY PS4  SPIELE";"Actionspiele"
"PS45247";"3665962001419";"WRC 9  PS4";"35.500";"0";"35.500";"Neuheit";"3665962001419.jpg";"0";"";"";"PS4";"";"SONY PS4  SPIELE";"Rennspiele"
"PS45264";"5026555428637";"WWE 2K Battlegrounds  PS4";"24.500";"0";"24.500";"Neuheit";"";"";"";"";"PS4";"";"SONY PS4  SPIELE";"Sportspiele"
"PS45165";"3760156483825";"XIII  Limited Edition  PS4";"34.500";"0";"34.500";"Neuheit";"3760156483825.jpg";"18";"";"";"PS4";"";"SONY PS4  SPIELE";"Actionspiele"
"100838";"-";"Call of Duty: Black Ops 2 - Bügelbild";"0.100";"0";"0.100";"lieferbar";"callbuegelbilder.jpg";"";"";"";"SON";"";"SONSTIGES";""
"100821";"-";"Die Siedler - Schlüsselanhänger";"0.100";"0";"0.100";"lieferbar";"siedlerschlusselanhanger.jpg";"";"";"";"SON";"";"SONSTIGES";""
"100811";"-";"Fallout 76 - Schlüsselanhänger";"0.250";"0";"0.250";"lieferbar";"fallout76schlussel.jpg";"";"";"";"SON";"";"SONSTIGES";""
"XB10986";"3307216167273";"Assassin´s Creed Valhalla  Ultimate Edition  Xbox One";"73.500";"0";"73.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10985";"3307216167303";"Assassin´s Creed Valhalla  Xbox One";"48.000";"0";"48.000";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10962";"9120080071330";"Biomutant  Xbox One";"39.000";"0";"39.000";"Neuheit";"9120080071330.jpg";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB11001";"5030917291081";"Crash Bandicoot 4 - It´s About Time  Xbox One";"42.500";"0";"42.500";"Neuheit";"5030917291081.jpg";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Fun & JumpNRun"
"XB10950";"3391892006148";"Cyberpunk 2077  Day One Edition  Xbox One";"46.500";"0";"46.500";"Neuheit";"3391892006148.jpg";"18";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10982";"9120080073327";"Desperados 3  Xbox One";"36.500";"0";"36.500";"lieferbar";"9120080073327.jpg";"16";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10987";"4020628715861";"DIRT 5 - Launch Edition  Xbox One";"42.500";"0";"42.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Rennspiele"
"XB10974";"4020628722548";"F1 2020 - 70 Jahre F1 Edition  Xbox One";"42.500";"0";"42.500";"lieferbar";"4020628722548.jpg";"0";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Rennspiele"
"XB10975";"4020628722487";"F1 2020 - Schumacher DeLuxe Edition  Xbox One";"48.500";"0";"48.500";"lieferbar";"4020628722487.jpg";"0";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Rennspiele"
"XB10969";"3391892009163";"Fast & Furious Crossroads  Xbox One";"46.500";"0";"46.500";"lieferbar";"3391892009163.jpg";"12";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Rennspiele"
"XB11003";"5030937124116";"FIFA 21  Champions Edition  Xbox One";"61.000";"0";"61.000";"Neuheit";"";"0";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Sportspiele"
"XB11002";"5035224122912";"FIFA 21  Xbox One";"47.000";"0";"47.000";"Neuheit";"";"0";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Sportspiele"
"XB10945";"3307216142256";"Gods & Monsters  Xbox One";"48.000";"0";"48.000";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10933";"5026555362535";"Grand Theft Auto V  Premium Edition  Xbox One";"16.990";"0";"16.990";"lieferbar";"5026555362535.jpg";"18";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";""
"XB10995";"4020628714833";"Immortal Realms: Vampire Wars  Xbox One";"30.500";"0";"30.500";"Neuheit";"4020628714833.jpg";"16";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10999";"5030936122953";"Madden NFL 21  Xbox One";"47.000";"0";"47.000";"Neuheit";"5030936122953.jpg";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Sportspiele"
"XB10993";"5026555362665";"Mafia 1  Definitive Edition  Xbox One";"24.500";"0";"24.500";"Neuheit";"5026555362665.jpg";"18";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10994";"5026555362788";"Mafia Trilogy  Xbox One";"38.000";"0";"38.000";"Neuheit";"5026555362788.jpg";"18";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10976";"4020628729639";"Maneater  Day One Edition  Xbox One";"25.500";"0";"25.500";"lieferbar";"4020628729639.jpg";"16";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB11006";"5021290085244";"Marvel´s Avengers  DeLuxe Edition  Xbox One";"56.500";"0";"56.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB11005";"5021290085114";"Marvel´s Avengers  Xbox One";"43.500";"0";"43.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB11009";"5026555364058";"NBA 2K21  Legend Edition  Xbox One";"65.000";"0";"65.000";"Neuheit";"";"0";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Sportspiele"
"XB11007";"5026555363921";"NBA 2K21  Xbox One";"41.000";"0";"41.000";"Neuheit";"";"0";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Sportspiele"
"XB10952";"3391892007572";"One Piece: Pirate Warriors 4  Xbox One";"29.990";"0";"29.990";"lieferbar";"3391892007572.jpg";"12";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10997";"3391892011814";"Project Cars 3  Xbox One";"46.500";"0";"46.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Rennspiele"
"XB10753";"5026555359009";"Red Dead Redemption 2  Xbox One";"15.990";"0";"15.990";"lieferbar";"5026555359009.jpg";"18";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10991";"8057168501155";"RIDE 4  Xbox One";"42.500";"0";"42.500";"Neuheit";"8057168501155.jpg";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Rennspiele"
"XB11004";"5030938124160";"Rocket Arena  Mythic Edition  Xbox One";"11.990";"0";"11.990";"lieferbar";"5030938124160.jpg";"12";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB11000";"5030939124084";"Star Wars Squadrons  Xbox One";"27.000";"0";"27.000";"Neuheit";"5030939124084.jpg";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10988";"5030917291289";"Tony Hawk´s Pro Skater 1+2  Xbox One";"29.000";"0";"29.000";"Neuheit";"5030917291289.jpg";"0";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Sportspiele"
"XB10973";"3665962000535";"Tour de France 2020  Xbox One";"26.990";"0";"26.990";"lieferbar";"3665962000535.jpg";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Simulationen"
"XB10971";"4020628767723";"Wasteland 3  Day One Edition  Xbox One";"36.500";"0";"36.500";"Neuheit";"4020628767723.jpg";"18";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10948";"3307216138853";"Watch Dogs: Legion  Ultimate Edition  Xbox One";"73.500";"0";"73.500";"Neuheit";"3307216138853.jpg";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10946";"3307216135326";"Watch Dogs: Legion  Xbox One";"48.000";"0";"48.000";"Neuheit";"3307216135326.jpg";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Actionspiele"
"XB10992";"3665962001563";"WRC 9  Xbox One";"35.500";"0";"35.500";"Neuheit";"3665962001563.jpg";"0";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Rennspiele"
"XB11008";"5026555364126";"WWE 2K Battlegrounds  Xbox One";"24.500";"0";"24.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XB1  SPIELE";"Sportspiele"
