id;sku;title;category;pegi;price;ean;image;stock;brand;language_in_game;language_on_cover;language_subtitles;usk_on_disc;release_date;manufacturer;oem;platform;genre;weight_g;length_mm;width_mm;height_mm;Band Material;Band Size;Band Width (mm);Bed Legs Material;Capacity (GB);Case Diameter (mm);Character;Club;Color;Content (cl);Content (g);Content (ml);Cup Size;Diameter (cm);Edition;Fit;Format;Gift Card Value;Grip;Grip Size;Height;Height (cm);Lenght (cm);Length;Length (cm);Length (m);Length Size (inches);Mattress Firmness;Mattress Toppers;Mattress Type;Number of Drinks;Primary Color;Region;Ringsize Circumference (mm);Season;Shoe Size (EU);Size;Size (cm);Size (EU);Suit Size;Theme;Value;Volume (L);Volume (ml);Waist Size (inches);Wheel Size (inches);Width;Width (cm);description
238X5C;1180708;NHL 22 (Nordic);Video Games and Consoles - Xbox One - Games;12+;42.5;5030936123721;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/238X5C/15f1f87b4a864b46b562a1aaede96c83.jpg/f/nhl-22-nordic.jpg;165;;English;Danish,Swedish,Norwegian,Finnish;French,Russian,Czech,Swedish,English,German,Finnish;6+;2021-10-15;Electronic Arts;;Xbox One;Sport;100.0;170.0;135.0;15.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Nordic;;;;;;;;;;;;;;;;<p><strong>Now it&#39s time to jump in the suit and get on the field again! NHL 22 offers a new season with a whole lot of excitement!</strong></p><p> <strong>The ice hockey stick must be swung and there must be fighting like never before! Take advantage of the many new features included in this year&#39s NHL 22, and not least the extremely realistic gameplay that makes the gaming experience completely unique!</strong></p><p> <strong>Augmented reality</strong></p><p> You are constantly kept updated on game statistics, which constantly let you manage your game strategy and take as a starting point real statistics, rather than pausing the game.</p><p> <strong>New X-Factor animations</strong></p><p> NHL 22 offers you brand new and unseen player animations - these are paramount to Superstar X-Factor capabilities, as these upgraded animations ensure more dynamism, pickups, puck protection, disagreements and more.</p><p> <strong>SUPERSTAR X-Factor</strong></p><p> A completely new and different system that highlights the players&#39 abilities and not least the very realistic feeling of playing the game. The game features two levels of Superstar X-Factor abilities assigned to players - game-changing zone abilities and enhanced superstar abilities. Each player is given a defining zone ability and a secondary set of superstar abilities. The actual function of any Superstar X-Factor ability always remains the same, but its bonus level alternates between zone or superstar missions. The Superstar X-Factor is ultra-realistic and inspired by the special qualities that the league&#39s star players are known for.</p><p> <strong>Zone capabilities</strong></p><p> In this game, players are assigned a zone ability that truly helps define them. They are equipped with special skills that seriously set them apart from the other competitors. The zone skills are always ready and are activated automatically under the right conditions. For example, a zone pass for long passes is activated when you try a long pass (but has no effect on short passes). A special zone ability is only available to a limited number of players and in some cases even exclusive, which means that some players have a unique ability that no other player can get.</p><p> <strong>Superstar abilities</strong></p><p> These superstar abilities are not as unique as the zone abilities, but the superstar abilities add a special technical bonus to the stars.</p><p> <strong>Superstar X-Factor in game types</strong></p><p> This feature ensures that the stars&#39 elite abilities are activated in all game types, including the game types Hockey Ultimate Team, World of Chel, Franchise and Be a Pro</p><p> <strong>Game Types in NHL 22</strong></p><p> <strong>HOCKEY ULTIMATE TEAM HUT</strong></p><p> This is an NHL 22 game type where you can create your own squad of NHL players, alumni and icons and compete with them online. Create your squad, get rewards, and become the Ultimate Team.</p><p> <strong>WORLD OF CHEL</strong></p><p> The WOC center for multiplayer has even more ways to play than ever. Create your own player, and compete in a number of different game types, including EASHL and Ones and Threes.</p><p> <strong>BE A PRO</strong></p><p> A brand new Be A Pro experience gives you the chance to live life as an NHL player on and off the ice. Impress the coaches, get selected first on draft day, and begin the journey toward greatness as you battle for a spot on the team, vying for the Stanley Cup and becoming the next revolutionary superstar.</p><p> <strong>FRANCHISE</strong></p><p> Create your dynasty over several seasons in Franchise Mode as you take the helm of your favorite team in the NHL or create your own expansion team of your choice. Find new talent, keep track of chemistry for coaching staff and front line, and experience the madness up to the Trade Deadline in the battle for the Stanley Cup.</p><p> Age: 12+ years</p>
238X5D;1180709;NHL 22 (Nordic);Video Games and Consoles - Xbox Series X - Games;12+;47.5;5035228124806;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/238X5D/82a105e9c8f84120af8b474c3f930f58.jpg/f/nhl-22-nordic.jpg;200;;English;Danish,Swedish,Norwegian,Finnish;Finnish,German,French,English,Czech,Swedish,Russian;12+;2021-10-15;Electronic Arts;1104718;Xbox Series X;Sport;100.0;170.0;135.0;15.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Nordic;;;;;;;;;;;;;;;;<p><strong>Now it&#39s time to jump in the suit and get on the field again! NHL 22 offers a new season with a whole lot of excitement!</strong></p><p> <strong>The ice hockey stick must be swung and there must be fighting like never before! Take advantage of the many new features included in this year&#39s NHL 22, and not least the extremely realistic gameplay that makes the gaming experience completely unique!</strong></p><p> <strong>Augmented reality</strong></p><p> You are constantly kept updated on game statistics, which constantly let you manage your game strategy and take as a starting point real statistics, rather than pausing the game.</p><p> <strong>New X-Factor animations</strong></p><p> NHL 22 offers you brand new and unseen player animations - these are paramount to Superstar X-Factor capabilities, as these upgraded animations ensure more dynamism, pickups, puck protection, disagreements and more.</p><p> <strong>SUPERSTAR X-Factor</strong></p><p> A completely new and different system that highlights the players&#39 abilities and not least the very realistic feeling of playing the game. The game features two levels of Superstar X-Factor abilities assigned to players - game-changing zone abilities and enhanced superstar abilities. Each player is given a defining zone ability and a secondary set of superstar abilities. The actual function of any Superstar X-Factor ability always remains the same, but its bonus level alternates between zone or superstar missions. The Superstar X-Factor is ultra-realistic and inspired by the special qualities that the league&#39s star players are known for.</p><p> <strong>Zone capabilities</strong></p><p> In this game, players are assigned a zone ability that truly helps define them. They are equipped with special skills that seriously set them apart from the other competitors. The zone skills are always ready and are activated automatically under the right conditions. For example, a zone pass for long passes is activated when you try a long pass (but has no effect on short passes). A special zone ability is only available to a limited number of players and in some cases even exclusive, which means that some players have a unique ability that no other player can get.</p><p> <strong>Superstar abilities</strong></p><p> These superstar abilities are not as unique as the zone abilities, but the superstar abilities add a special technical bonus to the stars.</p><p> <strong>Superstar X-Factor in game types</strong></p><p> This feature ensures that the stars&#39 elite abilities are activated in all game types, including the game types Hockey Ultimate Team, World of Chel, Franchise and Be a Pro</p><p> <strong>Game Types in NHL 22</strong></p><p> <strong>HOCKEY ULTIMATE TEAM HUT</strong></p><p> This is an NHL 22 game type where you can create your own squad of NHL players, alumni and icons and compete with them online. Create your squad, get rewards, and become the Ultimate Team.</p><p> <strong>WORLD OF CHEL</strong></p><p> The WOC center for multiplayer has even more ways to play than ever. Create your own player, and compete in a number of different game types, including EASHL and Ones and Threes.</p><p> <strong>BE A PRO</strong></p><p> A brand new Be A Pro experience gives you the chance to live life as an NHL player on and off the ice. Impress the coaches, get selected first on draft day, and begin the journey toward greatness as you battle for a spot on the team, vying for the Stanley Cup and becoming the next revolutionary superstar.</p><p> <strong>FRANCHISE</strong></p><p> Create your dynasty over several seasons in Franchise Mode as you take the helm of your favorite team in the NHL or create your own expansion team of your choice. Find new talent, keep track of chemistry for coaching staff and front line, and experience the madness up to the Trade Deadline in the battle for the Stanley Cup.</p><p> Age: 12+ years</p>
238X5B;1180707;NHL 22 (Nordic);Video Games and Consoles - PlayStation 5 - Games;12+;47.5;5030935124811;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/238X5B/2f2ec46d5c7249bfb85698a007fa50db.jpg/f/nhl-22-nordic.jpg;300;;English;Norwegian,Swedish,Danish,Finnish;Russian,German,Finnish,French,Swedish,English,Czech;12+;2021-10-15;Electronic Arts;1104724;PlayStation 5;Sport;100.0;170.0;135.0;15.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Nordic;;;;;;;;;;;;;;;;<p><strong>Now it&#39s time to jump in the suit and get on the field again! NHL 22 offers a new season with a whole lot of excitement!</strong></p><p> <strong>The ice hockey stick must be swung and there must be fighting like never before! Take advantage of the many new features included in this year&#39s NHL 22, and not least the extremely realistic gameplay that makes the gaming experience completely unique!</strong></p><p> <strong>Augmented reality</strong></p><p> You are constantly kept updated on game statistics, which constantly let you manage your game strategy and take as a starting point real statistics, rather than pausing the game.</p><p> <strong>New X-Factor animations</strong></p><p> NHL 22 offers you brand new and unseen player animations - these are paramount to Superstar X-Factor capabilities, as these upgraded animations ensure more dynamism, pickups, puck protection, disagreements and more.</p><p> <strong>SUPERSTAR X-Factor</strong></p><p> A completely new and different system that highlights the players&#39 abilities and not least the very realistic feeling of playing the game. The game features two levels of Superstar X-Factor abilities assigned to players - game-changing zone abilities and enhanced superstar abilities. Each player is given a defining zone ability and a secondary set of superstar abilities. The actual function of any Superstar X-Factor ability always remains the same, but its bonus level alternates between zone or superstar missions. The Superstar X-Factor is ultra-realistic and inspired by the special qualities that the league&#39s star players are known for.</p><p> <strong>Zone capabilities</strong></p><p> In this game, players are assigned a zone ability that truly helps define them. They are equipped with special skills that seriously set them apart from the other competitors. The zone skills are always ready and are activated automatically under the right conditions. For example, a zone pass for long passes is activated when you try a long pass (but has no effect on short passes). A special zone ability is only available to a limited number of players and in some cases even exclusive, which means that some players have a unique ability that no other player can get.</p><p> <strong>Superstar abilities</strong></p><p> These superstar abilities are not as unique as the zone abilities, but the superstar abilities add a special technical bonus to the stars.</p><p> <strong>Superstar X-Factor in game types</strong></p><p> This feature ensures that the stars&#39 elite abilities are activated in all game types, including the game types Hockey Ultimate Team, World of Chel, Franchise and Be a Pro</p><p> <strong>Game Types in NHL 22</strong></p><p> <strong>HOCKEY ULTIMATE TEAM HUT</strong></p><p> This is an NHL 22 game type where you can create your own squad of NHL players, alumni and icons and compete with them online. Create your squad, get rewards, and become the Ultimate Team.</p><p> <strong>WORLD OF CHEL</strong></p><p> The WOC center for multiplayer has even more ways to play than ever. Create your own player, and compete in a number of different game types, including EASHL and Ones and Threes.</p><p> <strong>BE A PRO</strong></p><p> A brand new Be A Pro experience gives you the chance to live life as an NHL player on and off the ice. Impress the coaches, get selected first on draft day, and begin the journey toward greatness as you battle for a spot on the team, vying for the Stanley Cup and becoming the next revolutionary superstar.</p><p> <strong>FRANCHISE</strong></p><p> Create your dynasty over several seasons in Franchise Mode as you take the helm of your favorite team in the NHL or create your own expansion team of your choice. Find new talent, keep track of chemistry for coaching staff and front line, and experience the madness up to the Trade Deadline in the battle for the Stanley Cup.</p><p> Age: 12+ years</p>
AJ5F4N;1099187;Dying Light 2 Stay Human;Video Games and Consoles - Xbox One - Games;;37.75;5902385108515;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AJ5F4N/e1cecc480a1d4f5987e3036f76db4825.png/f/dying-light-2-stay-human.png;2;;;English;;;2022-02-04;Warner;;Xbox One;Horror;100.0;170.0;135.0;15.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Dying Light is back with a sequel to the original from 2015, with a map that is 4 times as big, new mutants and lots of creative ways to kill zombies.</strong></p><p>Over twenty years ago in Harran, we fought the virus—and lost. Now, we’re losing again. The City, one of the last large human settlements, is torn by conflict. Civilization has fallen back into the Dark Ages. And yet, we still have hope.</p><p>You are a wanderer with the power to change the fate of The City. But your exceptional abilities come at a price. Haunted by memories you cannot decipher, you set out to learn the truth… and find yourself in a combat zone. Hone your skills, as to defeat your enemies and make allies, you’ll need both fists and wits. Unravel the dark secrets behind the wielders of power, choose sides and decide your destiny. But wherever your actions take you, there's one thing you can never forget—stay human.</p><ul><li><p><strong>VAST OPEN WORLD:</strong> Participate in the life of a city engulfed in a new dark era. Discover different paths and hidden passages, as you explore its multiple levels and locations.</p></li><li><p><strong>CREATIVE AND BRUTAL COMBAT:</strong> Take advantage of your parkour skills to tip the scales of even the most brutal encounter. Clever thinking, traps and creative weapons will be your best friends.</p></li><li><p><strong>DAY AND NIGHT CYCLE:</strong> Wait for night to venture into dark hideouts of the Infected. Sunlight keeps them at bay, but once it’s gone, monsters begin the hunt, leaving their lairs free to explore.</p></li><li><p><strong>CHOICES AND CONSEQUENCES:</strong> Shape the future of The City with your actions and watch how it changes. Determine the balance of power by making choices in a growing conflict and forge your own experience.</p></li><li><p><strong>PLAY 2-4 TOGETHER:</strong> Play in up to four-player co-op. Host your own games or join others and see how their choices have played out differently than yours.</p></li></ul>
AH9N6P;1099186;Dying Light 2 Stay Human;Video Games and Consoles - PlayStation 4 - Games;18+;37.75;5902385108997;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AH9N6P/a07098f2fcaa4d48be89fd4d56d6e73b.png/f/dying-light-2-stay-human.png;617;;English;English;English,German,Spanish,French,Italian,Polish,Portuguese,Russian,Turkish,Arabic,Japanese,Korean;;2022-02-04;Warner;;PlayStation 4;Horror;100.0;170.0;135.0;15.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Dying Light is back with a sequel to the original from 2015, with a map that is 4 times as big, new mutants and lots of creative ways to kill zombies.</strong></p><p>Over twenty years ago in Harran, we fought the virus—and lost. Now, we’re losing again. The City, one of the last large human settlements, is torn by conflict. Civilization has fallen back into the Dark Ages. And yet, we still have hope.</p><p>You are a wanderer with the power to change the fate of The City. But your exceptional abilities come at a price. Haunted by memories you cannot decipher, you set out to learn the truth… and find yourself in a combat zone. Hone your skills, as to defeat your enemies and make allies, you’ll need both fists and wits. Unravel the dark secrets behind the wielders of power, choose sides and decide your destiny. But wherever your actions take you, there's one thing you can never forget—stay human.</p><ul><li><p><strong>VAST OPEN WORLD:</strong> Participate in the life of a city engulfed in a new dark era. Discover different paths and hidden passages, as you explore its multiple levels and locations.</p></li><li><p><strong>CREATIVE AND BRUTAL COMBAT:</strong> Take advantage of your parkour skills to tip the scales of even the most brutal encounter. Clever thinking, traps and creative weapons will be your best friends.</p></li><li><p><strong>DAY AND NIGHT CYCLE:</strong> Wait for night to venture into dark hideouts of the Infected. Sunlight keeps them at bay, but once it’s gone, monsters begin the hunt, leaving their lairs free to explore.</p></li><li><p><strong>CHOICES AND CONSEQUENCES:</strong> Shape the future of The City with your actions and watch how it changes. Determine the balance of power by making choices in a growing conflict and forge your own experience.</p></li><li><p><strong>PLAY 2-4 TOGETHER:</strong> Play in up to four-player co-op. Host your own games or join others and see how their choices have played out differently than yours.</p></li></ul>
238F9C;1177694;Dying Light 2 Stay Human Deluxe Edition;Video Games and Consoles - Xbox Series X - Games;;54.0;5902385108812;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/238F9C/414e206ca79a478288b072c7459142e8.png/f/dying-light-2-stay-human-deluxe-edition.png;4;;;English;;;2022-02-04;Warner;;Xbox Series X;Horror;100.0;170.0;135.0;15.0;;;;;;;;;;;;;;;Deluxe Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Dying Light is back with a sequel to the original from 2015, with a map that is 4 times as big, new mutants and lots of creative ways to kill zombies.</strong></p><p>Over twenty years ago in Harran, we fought the virus—and lost. Now, we’re losing again. The City, one of the last large human settlements, is torn by conflict. Civilization has fallen back into the Dark Ages. And yet, we still have hope.</p><p>You are a wanderer with the power to change the fate of The City. But your exceptional abilities come at a price. Haunted by memories you cannot decipher, you set out to learn the truth… and find yourself in a combat zone. Hone your skills, as to defeat your enemies and make allies, you’ll need both fists and wits. Unravel the dark secrets behind the wielders of power, choose sides and decide your destiny. But wherever your actions take you, there's one thing you can never forget—stay human.</p><ul><li><p><strong>VAST OPEN WORLD:</strong> Participate in the life of a city engulfed in a new dark era. Discover different paths and hidden passages, as you explore its multiple levels and locations.</p></li><li><p><strong>CREATIVE AND BRUTAL COMBAT:</strong> Take advantage of your parkour skills to tip the scales of even the most brutal encounter. Clever thinking, traps and creative weapons will be your best friends.</p></li><li><p><strong>DAY AND NIGHT CYCLE:</strong> Wait for night to venture into dark hideouts of the Infected. Sunlight keeps them at bay, but once it’s gone, monsters begin the hunt, leaving their lairs free to explore.</p></li><li><p><strong>CHOICES AND CONSEQUENCES:</strong> Shape the future of The City with your actions and watch how it changes. Determine the balance of power by making choices in a growing conflict and forge your own experience.</p></li><li><p><strong>PLAY 2-4 TOGETHER:</strong> Play in up to four-player co-op. Host your own games or join others and see how their choices have played out differently than yours.</p></li></ul>
238VK4;1180407;The Crew 2;Video Games and Consoles - PlayStation 4 - Games;12+;12.75;3307216024637;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/238VK4/19cf143c349645089dc7cfb4caac8e0e.jpg/f/crew-2.jpg;831;;English,French,German,Italian,Russian,Spanish;English;English,Traditional Chinese,French,Simplified Chinese,Dutch,German,Italian,Korean,Polish,Russian,Spanish;12+;2018-06-29;Ubi Soft;;PlayStation 4;Racing;100.0;170.0;135.0;15.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>The newest iteration in the revolutionary franchise, The Crew 2 captures the thrill of the American motorsports spirit in one of the most exhilarating open worlds ever created. Welcome to Motor nation, a huge, varied, action-packed, and beautiful playground built for motorsports throughout the entire US of A. Enjoy unrestrained exploration on ground, sea, and sky. From coast to coast, street and pro racers, off-road explorers, and freestylers gather and compete in all kinds of disciplines. Join them in high-octane contests and share every glorious moment with the world.</p><p>The Crew 2 gives you the chance to showcase your skills and rise as a multi-skilled motorsports champion.</p>
235NG6;1155211;UFC 4;Video Games and Consoles - Xbox One - Games;16+;35.99;5035226122491;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235NG6/3cb1d05cc2064936b74c0fe65ed04ca4.jpg/f/ufc-4.jpg;56;;English;English;English,French,German,Italian,Russian,Spanish,Polish,Portuguese;18+;2020-08-14;Electronic Arts;1055623;Xbox One;Fighting;100.0;170.0;135.0;15.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong></strong><strong>Shape Your Legendin EA SPORTS UFC 4. </strong>&nbspIn EA SPORTS UFC 4, the fighter you become isshaped by your fighting style, your achievements and your personality. Developand customise your character through a unified progression system across allmodes. Go from unknown amateur to UFC superstar in the new Career Mode,experience the origins of combat sports in two all-new environments –&nbsp The Kumite and The Backyard – or challengethe world in new Blitz Battles or Online World Championships to become theundisputed champ. In gameplay, fluid clinch-to-strike combinations offer moreresponsive and authentic stand-up gameplay, while overhauled takedown andground mechanics deliver more control in those key phases of the fight. Nomatter how or where you play, EA SPORTS UFC 4 puts ‘you’ at the centre of everyfight.&nbsp</p><p><strong>Gameplayand Presentation:</strong></p><p><strong>With more controlin striking, Real Player Motion Technology elevating two-player grapplingexchanges, the new submission system and a devastating ground and poundoverhaul, players will feel every phase of the fight in EA SPORTS UFC 4.</strong></p><p>● <strong>Fluid ClinchControl: </strong>UFC 4 introduces Real Player Motion Technology (RPM Tech) into theart of the ‘clinch’, creating a fluid experience driven by positioning andphysical context. Utilising this technology, the clinch is integrated as partof the striking system allowing for more fluid and frequent clinch and breakmoments.&nbsp</p><p><span></span></p><p>● <strong>TakedownOverhaul: </strong>UFC 4 introduces RPM Tech into takedown gameplay as well. With amultitude of new takedown animations, players will feel a larger spectrum ofoutcomes, driven by user control and fighter attributes. From power carries toclean sprawls to all-new driving takedowns where players actively push ordefend through the takedown attempt, fights are won or lost in these impactfulwrestling moments. &nbsp</p><p>● <strong>DevastatingGround and Pound: </strong>Finding ways to inflict significant damage from theground has become the trademark of some of the UFC’s best. With the ground andpound overhaul, UFC 4 puts you in more control of postured-up scenarios, givingthe striker more tools to aim and pick their spots and the defender access tomore tools, like head movement and well-timed counter transitions. &nbsp</p><p>● <strong>New SubmissionsSystem: </strong>The overhauled system introduces an all-new experience for thesubmission phase. Depending on your position, one of two new mini-games willtrigger, built to offer a simplified user experience. In addition, players nowhave the ability to strike from the submission phase and more ways totransition submissions to accelerate the finish, or deploy high-impact slams toescape them. &nbsp</p><p>● <strong>Grapple Assist: </strong>Theintroduction of a more intuitive control scheme allows for greater control andunderstanding in the ground game. Basic left-stick button inputs allow playersto instantly trigger an effort to ‘get up’, ‘submit’ or advance to a moreadvantageous ‘ground and pound’ position. &nbsp&nbsp</p><p>● <strong>Dynamic StrikingInputs: </strong>An overhaul to the control scheme allows for more controlledstriking, while offering better access to a variety of combinations. Using thenew mechanic, players can choose between tapping the button to strike withspeed or holding it to execute slower, more damaging blows. &nbsp&nbsp</p><p>● <strong>High-ImpactMoments: </strong>Every fighter enters the Octagon to finish the fight. In UFC 4,players will see, hear and feel the disorienting impact of a fight-changingshot, or see face-rippling replays of devastating knockout blows that put theiropponent on the canvas. &nbsp&nbsp</p><p>● <strong>New CommentaryTeam: </strong>Former UFC Light Heavyweight and Heavyweight Champion Daniel “DC”Cormier jumps into the commentary booth alongside UFC broadcast staple JonAnik, providing a fresh, new commentary experience that is entertaining,energetic and informative. &nbsp</p><p>&nbsp</p><p><strong>NewFighting Environments:&nbsp </strong><span></span></p><p><strong>A fighter isforged by their surroundings whether they’re built in the streets or born outof old martial arts discipline, these new environments make the fighter... andthe fight.&nbsp</strong></p><p>● <strong>The Backyard: </strong>Some of the most brutal strikers in history beganwith a raw past that paved the way for their professional future. In thebackyard environment, you’d better finish the fight because out here thejudge’s scorecard is the last thing anyone wants to see. </p><p>● <strong>The Kumite: </strong>An environment that pays homage to the old lore ofMMA. People come to this underground temple for one reason only, to impose thedominance of their fighting discipline on any challengers. </p><p>● <strong>UFC Apex: </strong>The authentic site of Dana White’s Contender Seriesin Las Vegas. This unique venue captures the distinct environment, wherefighters go from “contenders” to UFC professional athletes. &nbsp&nbsp</p><p>● <strong>Action Avenue:</strong>An outdoor amateur MMA venue, built to showcase where humble beginnings taketheir first steps towards future MMA glory. &nbsp</p><p><strong>CreatedFighter and Vanity:&nbsp </strong><strong>The EA SPORTS UFC 4 universe is built aroundyour fighter, and every fighter is different – from how they perform, to thepersonality they bring to the Octagon. Performance details like weight classand one of twelve fighter archetypes define how you fight, while over 1600 newpieces of earnable gear, over 120 emotes and more allow you to put yourpersonality on display while doing it. </strong><span></span></p><p>&nbsp<span></span></p><p><br></p>
AC59TD;176178;Middle-earth: Shadow of Mordor - Game of the Year Edition;Video Games and Consoles - PlayStation 4 - Games;18+;10.99;5051895395530;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AC59TD/1494b789b7b949a193cefc8fc2a47dda.jpeg/f/middle-earth-shadow-of-mordor-game-of-year-edition.jpeg;1227;;English,French,German,Italian;English;English,French,German,Italian,Russian,Spanish,Polish;16+;2014-10-03;Warner Home Video;1000567438;PlayStation 4;Action, Adventure, Free-Roam, Roleplaying;90.0;175.0;135.0;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>	You are Talion, a Ranger of the Black Gate, keeping watch over Mordor which has remained undisturbed for ages. In the blink of an eye, everything is taken from you - your friends, your family, and even your own life. Resurrected by a vengeful spirit, you must now embark on a relentless vendetta against those who have wronged you. Fight through Mordor and uncover the truth of the spirit that compels you, discover the origins of the Rings of Power, build your legend and ultimately confront the evil of Sauron in this new chronicle in Middle-earth. 	<br></p><ul><li>Harness the Spirit of vengeance to inflict brutal combos while mastering powerful new skills and weaponry.</li><li>Exploit the individual fears, weakness and memories of your enemies as you dismantle Sauron's forces from within.</li><li>Become the most feared force in Mordor in a new chronicle set before the events of the Lord of the Rings.</li></ul>
AE5B6G;185083;LEGO Star Wars: The Force Awakens;Video Games and Consoles - PlayStation 4 - Games;7+;11.5;5051895403310;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AE5B6G/8003de0c54b848dbb330faec8c4ac2ff.jpg/f/lego-star-wars-force-awakens.jpg;209;LEGO;English,French,German,Italian,Spanish,Polish;English,Danish;Danish,English,German,French,Spanish,Italian,Dutch,Polish,Russian;12+;2016-06-28;Warner;1000596839;PlayStation 4;Platform;100.0;175.0;135.0;14.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>	The Force is strong with this one… The No. 1 LEGO videogame franchise triumphantly returns with a fun-filled, humorous journey based on the blockbuster Star Wars film. Play as Rey, Finn, Poe, BB-8, Kylo Ren, Han Solo, and the rest of your favorite characters from the movie!</p><p>	In LEGO Star Wars: The Force Awakens, players relive the epic action from the blockbuster film Star Wars: The Force Awakens, retold through the clever and witty LEGO lens. The game will also feature exclusive playable content that bridges the story gap between Star Wars Episode VI: Return of the Jedi and Star Wars: The Force Awakens.</p><p>	LEGO Star Wars: The Force Awakens also introduces Multi-Builds and Blaster Battles to the LEGO videogame universe. With Multi-Builds, use available LEGO bricks to open up new paths, then break them apart and re-build them again to open up another! And another! During Blaster Battles, use your surroundings as cover to stand against the First Order.</p>
AK2FP9;185085;LEGO Star Wars: The Force Awakens;Video Games and Consoles - PlayStation 3 - Games;7+;15.5;5051895403334;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AK2FP9/e60b587b2d3441f187a634e0862fc0bc.jpg/f/lego-star-wars-force-awakens.jpg;48;LEGO;English,French,German,Italian,Spanish;English;Danish,Russian,Arabic,Dutch,Polish;12+;2016-06-28;Warner;1000596841;PlayStation 3;Platform;110.0;175.0;135.0;14.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>	The Force is strong with this one… The No. 1 LEGO videogame franchise triumphantly returns with a fun-filled, humorous journey based on the blockbuster Star Wars film. Play as Rey, Finn, Poe, BB-8, Kylo Ren, Han Solo, and the rest of your favorite characters from the movie!</p><p>	In LEGO Star Wars: The Force Awakens, players relive the epic action from the blockbuster film Star Wars: The Force Awakens, retold through the clever and witty LEGO lens. The game will also feature exclusive playable content that bridges the story gap between Star Wars Episode VI: Return of the Jedi and Star Wars: The Force Awakens.</p><p>	LEGO Star Wars: The Force Awakens also introduces Multi-Builds and Blaster Battles to the LEGO videogame universe. With Multi-Builds, use available LEGO bricks to open up new paths, then break them apart and re-build them again to open up another! And another! During Blaster Battles, use your surroundings as cover to stand against the First Order.</p>
AG5P7C;185084;LEGO Star Wars: The Force Awakens;Video Games and Consoles - Nintendo 3DS - Games;7+;16.99;5051892199520;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AG5P7C/9cd5469a6c534cdfa449626aab9f54ca.jpg/f/lego-star-wars-force-awakens.jpg;4;LEGO;English,French,German,Italian,Spanish;English;Danish,Russian,Arabic,Dutch,Polish;12+;2016-06-28;Warner;1000596845;Nintendo 3DS;Platform;65.0;135.0;125.0;14.0;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>	The Force is strong with this one… The No. 1 LEGO videogame franchise triumphantly returns with a fun-filled, humorous journey based on the blockbuster Star Wars film. Play as Rey, Finn, Poe, BB-8, Kylo Ren, Han Solo, and the rest of your favorite characters from the movie!</p><p>	In LEGO Star Wars: The Force Awakens, players relive the epic action from the blockbuster film Star Wars: The Force Awakens, retold through the clever and witty LEGO lens. The game will also feature exclusive playable content that bridges the story gap between Star Wars Episode VI: Return of the Jedi and Star Wars: The Force Awakens.</p><p>	LEGO Star Wars: The Force Awakens also introduces Multi-Builds and Blaster Battles to the LEGO videogame universe. With Multi-Builds, use available LEGO bricks to open up new paths, then break them apart and re-build them again to open up another! And another! During Blaster Battles, use your surroundings as cover to stand against the First Order.</p>
