"Artikelnummer";"EAN";"Bezeichnung";"Preis";"Rabatt";"Ihr Preis";"Lieferstatus";"Bildname";"USK/FSK";"Trailerlink";"Viewkey";"Warengruppe";"Untergruppe";"breadcrumb";"Genre"
"XB11014";"3760156486666";"Asterix & Obelix XXL - Romastered  Xbox One";"28.500";"0";"28.500";"Neuheit";"";"6";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Fun & JumpNRun"
"XB10962";"9120080071330";"Biomutant  Xbox One";"39.000";"0";"39.000";"Neuheit";"9120080071330.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11015";"5030917292002";"Call of Duty: Black Ops - Cold War  Xbox One";"45.500";"0";"45.500";"Neuheit";"";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11016";"5030917292019";"Call of Duty: Black Ops - Cold War - Import (AT)  Xbox One";"45.500";"0";"45.500";"Neuheit";"";"19";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11001";"5030917291081";"Crash Bandicoot 4 - It´s About Time  Xbox One";"42.500";"0";"42.500";"Neuheit";"5030917291081.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Fun & JumpNRun"
"XB10950";"3391892006148";"Cyberpunk 2077  Day One Edition  Xbox One";"46.500";"0";"46.500";"Neuheit";"3391892006148.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10987";"4020628715861";"DIRT 5 - Launch Edition  Xbox One";"42.500";"0";"42.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB10974";"4020628722548";"F1 2020 - 70 Jahre F1 Edition  Xbox One";"42.500";"0";"42.500";"lieferbar";"4020628722548.jpg";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB10975";"4020628722487";"F1 2020 - Schumacher DeLuxe Edition  Xbox One";"48.500";"0";"48.500";"lieferbar";"4020628722487.jpg";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB10969";"3391892009163";"Fast & Furious Crossroads  Xbox One";"46.500";"0";"46.500";"lieferbar";"3391892009163.jpg";"12";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB11003";"5030937124116";"FIFA 21  Champions Edition  Xbox One";"61.000";"0";"61.000";"Neuheit";"";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XB11002";"5030939124428";"FIFA 21  Xbox One";"47.000";"0";"47.000";"Neuheit";"";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XB10945";"3307216142256";"Gods & Monsters  Xbox One";"48.000";"0";"48.000";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10933";"5026555362535";"Grand Theft Auto V  Premium Edition  Xbox One";"12.990";"0";"12.990";"lieferbar";"5026555362535.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";""
"XB11011";"3512899123236";"Landwirtschafts-Simulator 19  Premium Edition  Xbox One";"35.500";"0";"35.500";"Neuheit";"";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Simulationen"
"XB10993";"5026555362665";"Mafia 1  Definitive Edition  Xbox One";"24.500";"0";"24.500";"Neuheit";"5026555362665.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10994";"5026555362788";"Mafia Trilogy  Xbox One";"38.000";"0";"38.000";"Neuheit";"5026555362788.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11006";"5021290085244";"Marvel´s Avengers  DeLuxe Edition  Xbox One";"56.500";"0";"56.500";"lieferbar";"";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11005";"5021290085114";"Marvel´s Avengers  Xbox One";"43.500";"0";"43.500";"lieferbar";"";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11017";"5030948122989";"NHL 21  Xbox One";"47.000";"0";"47.000";"Neuheit";"";"12";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XB10952";"3391892007572";"One Piece: Pirate Warriors 4  Xbox One";"24.990";"0";"24.990";"lieferbar";"3391892007572.jpg";"12";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11012";"4020628713447";"Port Royale 4  Xbox One";"36.500";"0";"36.500";"Neuheit";"";"6";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Strategiespiele"
"XB10753";"5026555359009";"Red Dead Redemption 2  Xbox One";"14.990";"0";"14.990";"lieferbar";"5026555359009.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10991";"8057168501155";"RIDE 4  Xbox One";"42.500";"0";"42.500";"Neuheit";"8057168501155.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB11013";"4020628712488";"Spacebase Startopia  Xbox One";"36.500";"0";"36.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Strategiespiele"
"XB11000";"5030939124084";"Star Wars Squadrons  Xbox One";"27.000";"0";"27.000";"Neuheit";"5030939124084.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10988";"5030917291289";"Tony Hawk´s Pro Skater 1+2  Xbox One";"29.000";"0";"29.000";"lieferbar";"5030917291289.jpg";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XB10946";"3307216135326";"Watch Dogs: Legion  Xbox One";"48.000";"0";"48.000";"Neuheit";"3307216135326.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10992";"3665962001563";"WRC 9  Xbox One";"35.500";"0";"35.500";"lieferbar";"3665962001563.jpg";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB11008";"5026555364126";"WWE 2K Battlegrounds  Xbox One";"24.500";"0";"24.500";"Neuheit";"";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XBX0001";"5030917292644";"Call of Duty: Black Ops - Cold War  XBOX X";"48.500";"0";"48.500";"Neuheit";"";"18";"";"";"XBX";"";"MICROSOFT XBOX SERIES X";"Actionspiele"
"XBX0002";"5030917292651";"Call of Duty: Black Ops - Cold War - Import (AT)  XBOX X";"48.500";"0";"48.500";"Neuheit";"";"19";"";"";"XBX";"";"MICROSOFT XBOX SERIES X";"Actionspiele"
