id;sku;title;category;pegi;price;ean;image;stock;brand;language_in_game;language_on_cover;language_subtitles;usk_on_disc;release_date;manufacturer;oem;platform;genre;weight_g;length_mm;width_mm;height_mm;location;Band Material;Band Size;Band Width (mm);Bed Legs Material;Capacity (GB);Case Diameter (mm);Character;Club;Color;Content (cl);Content (g);Content (ml);Cup Size;Diameter (cm);Edition;Fit;Format;Gift Card Value;Grip;Grip Size;Height;Height (cm);Lenght (cm);Length;Length (cm);Length (m);Length Size (inches);Mattress Firmness;Mattress Toppers;Mattress Type;Number of Drinks;Primary Color;Region;Ringsize Circumference (mm);Season;Shoe Size (EU);Size;Size (cm);Size (EU);Suit Size;Theme;Value;Volume (L);Volume (ml);Waist Size (inches);Wheel Size (inches);Width;Width (cm);description
AE6Q7C;1033097;Sonic Forces;Video Games and Consoles - PlayStation 4 - Games;7+;11.99;5055277029389;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AE6Q7C/c4755da87a164ba19464276a4b142d29.jpg/f/sonic-forces.jpg;598;;English,French,Italian,German,Spanish;English;English,French,Italian,German,Spanish,Polish,Russian;6+;2017-11-07;Sega Games;;PlayStation 4;Action;113.0;175.0;135.0;12.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>	Join an epic high-speed fight to save a world decimated by Dr. Eggman and a mysterious villain in the newest game from the team that made Sonic Colors and Sonic Generations. Experience fast-paced action as Modern Sonic, catapult past perilous platforms as Classic Sonic, and use powerful new gadgets as your very own Custom Hero Character.</p><h4>Story</h4><p>	In Eggman's greatest victory to date, the evil doctor has conquered much of the world with a mysterious new power. A resistance comprised of Sonic's friends is formed to fight back, and in the midst of the chaos and destruction, an unlikely hero will rise up to help Modern and Classic Sonic take back the world. Even these three heroes may have their work cut out for them, as Dr. Eggman has a new ally of his own...</p><h4>Features</h4><ul>	<li>Three types of gameplay: Fast paced action as Modern Sonic, thrilling platforming as Classic Sonic, and utilize powerful gadgets as your own Customer Hero Character!</li>	<li>Fight against a brand new mysterious and powerful enemy, Infinite!</li>	<li>Featuring an all-star cast of well-known Sonic franchise heroes and villains!</li></ul><p><br></p>
AD2G5Q;1033101;Sonic Forces;Video Games and Consoles - Nintendo Switch - Games;7+;17.75;5055277029600;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AD2G5Q/e0f48a6e32c347958947d488acbc55f3.png/f/sonic-forces.png;409;;English,French,Italian,German,Spanish;English;English,French,Italian,German,Spanish,Polish,Russian;6+;2017-11-07;Sega Games;;Nintendo Switch;Action;49.0;170.0;105.0;10.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>	Join an epic high-speed fight to save a world decimated by Dr. Eggman and a mysterious villain in the newest game from the team that made Sonic Colors and Sonic Generations. Experience fast-paced action as Modern Sonic, catapult past perilous platforms as Classic Sonic, and use powerful new gadgets as your very own Custom Hero Character.</p><h4>Story</h4><p>	In Eggman's greatest victory to date, the evil doctor has conquered much of the world with a mysterious new power. A resistance comprised of Sonic's friends is formed to fight back, and in the midst of the chaos and destruction, an unlikely hero will rise up to help Modern and Classic Sonic take back the world. Even these three heroes may have their work cut out for them, as Dr. Eggman has a new ally of his own...</p><h4>Features</h4><ul>	<li>Three types of gameplay: Fast paced action as Modern Sonic, thrilling platforming as Classic Sonic, and utilize powerful gadgets as your own Customer Hero Character!</li>	<li>Fight against a brand new mysterious and powerful enemy, Infinite!</li>	<li>Featuring an all-star cast of well-known Sonic franchise heroes and villains!</li></ul><p><br></p>
239DY4;1184909;Grand Theft Auto The Trilogy – The Definitive Edition;Video Games and Consoles - PlayStation 4 - Games;18+;22.5;5026555430807;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/239DY4/63d205ce95ff46fe819b660233e5b7f4.jpg/f/grand-theft-auto-trilogy-definitive-edition.jpg;5392;;English;English;English,French,German,Italian,Spanish,Russian,Korean,Simplified Chinese,Traditional Chinese,Brazilian,Polish;18+;2021-12-17;Rockstar;108383;PlayStation 4;Action;100.0;175.0;135.0;15.0;1;;;;;;;;;;;;;;;Complete Collection;;;;;;;;;;;;;;;;;;Nordic;;;;;;;;;;;;;;;;<p><em><strong>Here we go again</strong></em> <strong>.. The legendary GTA games are re-released, optimized for new generation. Three iconic cities, three epic stories, a definitive collection.</strong></p><p>Experience the games that started it all, with unprecedented freedom and immersion through three living and beautiful worlds filled with fun action, rich, cinematic storytelling, classic characters and unforgettable music.</p><p>Travel back to the classic worlds of Liberty City, Vice City and San Andreas on new consoles. Grand Theft Auto: The Trilogy - The Definitive Edition presents GTA V-inspired control systems as well as major visual enhancements such as resolution upgrades, enhanced visuals across the world, and much more to tune and enhance all three games faithfully while maintaining their unique, original aesthetics.</p><p>The trilogy introduces modern steering upgrades, including improvements to aiming and lock-on aim, updated weapon and radio station wheels, updated mini-maps with improved navigation that allows players to set waypoints to destinations, updated achievements, trophies and more. The Nintendo Switch version also offers Switch-specific controls, including Gyro aiming, as well as touch screen camera zoom, panning and menu selection, while the PC version includes NVIDIA DLSS support and additional new performance via the Rockstar Games Social Club.</p><ul><li><p>GTA Trilogy - The Definitive Edition includes: Remaster of Grand Theft Auto III, Grand Theft Auto: Vice City, Grand Theft Auto: San Andreas</p></li></ul>
239EM5;1185062;Grand Theft Auto The Trilogy – The Definitive Edition;Video Games and Consoles - Nintendo Switch - Games;18+;36.5;0045496429027;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/239EM5/83e14fa85db54e19b0bc4f3b6721ff27.jpg/f/grand-theft-auto-trilogy-definitive-edition.jpg;2310;;English;English;English,French,German,Italian,Spanish,Russian,Korean,Simplified Chinese,Traditional Chinese,Brazilian,Polish;;2022-02-11;Bergsala;;Nintendo Switch;Action;80.0;175.0;135.0;15.0;1;;;;;;;;;;;;;;;Complete Collection;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><em><strong>Here we go again</strong></em> <strong>.. The legendary GTA games are re-released, optimized for new generation. Three iconic cities, three epic stories, a definitive collection.</strong></p><p>Experience the games that started it all, with unprecedented freedom and immersion through three living and beautiful worlds filled with fun action, rich, cinematic storytelling, classic characters and unforgettable music.</p><p>Travel back to the classic worlds of Liberty City, Vice City and San Andreas on new consoles. Grand Theft Auto: The Trilogy - The Definitive Edition presents GTA V-inspired control systems as well as major visual enhancements such as resolution upgrades, enhanced visuals across the world, and much more to tune and enhance all three games faithfully while maintaining their unique, original aesthetics.</p><p>The trilogy introduces modern steering upgrades, including improvements to aiming and lock-on aim, updated weapon and radio station wheels, updated mini-maps with improved navigation that allows players to set waypoints to destinations, updated achievements, trophies and more. The Nintendo Switch version also offers Switch-specific controls, including Gyro aiming, as well as touch screen camera zoom, panning and menu selection, while the PC version includes NVIDIA DLSS support and additional new performance via the Rockstar Games Social Club.</p><ul><li><p>GTA Trilogy - The Definitive Edition includes: Remaster of Grand Theft Auto III, Grand Theft Auto: Vice City, Grand Theft Auto: San Andreas</p></li></ul>
239DX8;1184908;Grand Theft Auto The Trilogy – The Definitive Edition;Video Games and Consoles - Xbox Series X - Games;18+;22.5;5026555365970;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/239DX8/d1383b00057044b8b5061179b7e22a30.jpg/f/grand-theft-auto-trilogy-definitive-edition.jpg;926;;English;English;English,French,German,Italian,Spanish,Russian,Korean,Traditional Chinese,Simplified Chinese,Brazilian,Polish;18+;2021-12-17;Rockstar;103383;Xbox Series X;Action;100.0;175.0;135.0;15.0;1;;;;;;;;;;;;;;;Complete Collection;;;;;;;;;;;;;;;;;;Nordic;;;;;;;;;;;;;;;;<p><em><strong>Here we go again</strong></em> <strong>.. The legendary GTA games are re-released, optimized for new generation. Three iconic cities, three epic stories, a definitive collection.</strong></p><p>Experience the games that started it all, with unprecedented freedom and immersion through three living and beautiful worlds filled with fun action, rich, cinematic storytelling, classic characters and unforgettable music.</p><p>Travel back to the classic worlds of Liberty City, Vice City and San Andreas on new consoles. Grand Theft Auto: The Trilogy - The Definitive Edition presents GTA V-inspired control systems as well as major visual enhancements such as resolution upgrades, enhanced visuals across the world, and much more to tune and enhance all three games faithfully while maintaining their unique, original aesthetics.</p><p>The trilogy introduces modern steering upgrades, including improvements to aiming and lock-on aim, updated weapon and radio station wheels, updated mini-maps with improved navigation that allows players to set waypoints to destinations, updated achievements, trophies and more. The Nintendo Switch version also offers Switch-specific controls, including Gyro aiming, as well as touch screen camera zoom, panning and menu selection, while the PC version includes NVIDIA DLSS support and additional new performance via the Rockstar Games Social Club.</p><ul><li><p>GTA Trilogy - The Definitive Edition includes: Remaster of Grand Theft Auto III, Grand Theft Auto: Vice City, Grand Theft Auto: San Andreas</p></li></ul>
234W6A;1148649;Vtech - Baby My First 100 Words (Danish) (950-601532);Toys - Baby and Toddler Toys - Learning & Activity Toys - Baby Book;;27.2;3417766015327;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/234W6A/9735b212c9624fc1861f4c3a728bd941.jpg/f/vtech-baby-my-first-100-words-danish-950-601532.jpg;11;VTech;;;;;;Vtech;950-601532;;;860.0;300.0;280.0;70.0;2;;;;;;;;;Multi;;;;;;;;;;;;;;;;;;;;;;;Multi;;;;;;;;;;;;;;;;;<p>This is a Danish toy</p>
239U8Z;1187663;Fuji - Instax mini film 20shots;Electronics - Video and Photo - Polaroid Cameras;;14.5;4547410364866;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/239U8Z/6d63c00191b64806a2f59ad428b1dda9.jpg/f/fuji-instax-mini-film-20shots.jpg;389;Fuji;;;;;;Fuji;16567828;;;89.0;95.0;65.0;45.0;1;;;;;;;;;Multi;;;;;;;;;;;;;;;;;;;;;;;Multi;;;;;;;;;;;;;;;;;<p>Credit card sized instax mini film, print size 54 (W) x 86 (H), image size 46 (W) x 62 (H) mm</p>
AD36KP;1003465;Van Gils - Strictly For Men - EDT 50 ml;Beauty - Perfume - Eau de Toilette;;15.5;8710919132083;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AD36KP/3c40f9caa3334bfe9716bf4161b52b0b.jpeg/f/van-gils-strictly-for-men-edt-50-ml.jpeg;39;Van Gils;;;;;;Van Gils;12300103002;;;197.0;135.0;60.0;45.0;1;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>	Van Gils created the leading fragrance line in 1980s: Van Gils Strictly for Men	<span></span>.</p><p>	The distinctive, alluring and masculine fragrance is the key to this success. Van Gils continues to be an extremely successful brand today.</p><p>		<br></p>
AC7R8U;1104948;Guerlain - Cils D' Enfer So Volume Mascara - Noir Profond;Beauty - Makeup - Eyes - Mascaras;;23.25;3346470419124;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AC7R8U/384c0cf81c4148778c1c4a8497af72ba.jpg/f/guerlain-cils-d-enfer-so-volume-mascara-noir-profond.jpg;51;Guerlain;;;;;;Guerlain;;;;30.0;140.0;30.0;20.0;1;;;;;;;;;Noir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>This amazing Cils D 'Enfer So Volume Mascara from Guerlain intensifies and strengthens your lashes. This formula gives you a sophisticated mascara, which instantly gives an incredible volume with a deep black color. From the first stroke you get significantly thicker lashes. The mascara seems gentle, creamy and elastic, as it is composed with a conditioner that aims to protect the lashes, as it is enriched with self-adhesive oils that prevent exfoliation. The intense black shade comes from glossy oils. The Elastamor brush on this mascara is easy by capturing and specifying your lashes one by one. Even the shortest ones and those on the corner of the eye - the lashes get sensational curves. Eyelashes are covered to perfection, without the risk of splashing.</p><p><strong>Application:</strong></p><ul><li>Used on clean and dry lashes</li><li>Place the brush at the root of your lashes</li><li>Carefully move the brush up to the tip of your lashes</li></ul><p><strong>Benefits:</strong></p><ul><li>Super fantastic volume mascara from Guerlain</li><li>Intensifies and strengthens</li><li>Instant volume</li><li>Protects the lashes</li><li>Self-adhesive oils that prevent exfoliation</li><li>Intense black color from glossy oils</li><li>Elastamor brush</li><li>The lashes gets&nbspcovered 100%</li></ul><p></p><p></p>
AJ2T9E;186501;Lancaster - SUN BEAUTY Silky Velvet Touch Face Cream SPF15 - 50 ml;Beauty - Sun Care - Sunscreen - Face;;12.75;3414200511001;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AJ2T9E/fb4a3b1de7f440faa8b086558c236978.jpg/f/lancaster-sun-beauty-silky-velvet-touch-face-cream-spf15-50-ml.jpg;2;Lancaster;;;;;;Lancaster; ;;;70.0;135.0;45.0;30.0;1;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>	Lancaster Sun refreshing moisturising anti age for face and decollete helps prevent appearance of wrinkles and replenishes skins natural water tank. Results lasting sun kissed complexion thanks to reinforced defense from premature ageing and optimal hydration.</p><p>	To use:</p><p>	Apply generously all over the face and decollete before sun exposure. Reapply frequently.</p>
AG7Q52;1134060;Darksiders Genesis;Video Games and Consoles - PlayStation 4 - Games;12+;8.25;9120080074362;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AG7Q52/5118f6cf8363451f81053e57db80852b.png/f/darksiders-genesis.png;336;;English,French,Italian,German,Spanish,Polish,Russian;English,French;English,French,German,Italian,Portuguese,Russian,Spanish,Polish,Korean,Japanese,Traditional Chinese,Simplified Chinese;12+;2020-02-14;THQ;;PlayStation 4;Action, Adventure;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>From the dawn of creation, the council has maintained the Balance across existence. Carrying out their orders are the Horsemen, Nephilim (powerful beings spawned from the unnatural union of angels and demons) who have pledged themselves to the Council and been granted immense power.</p><p>However, this power came at a tragic cost: the Horsemen were ordered to use their newfound strength to wipe out the rest of their kind. What followed was a bloody battle on Eden where the Horsemen, obeying the will of the Council, annihilated the Nephilim.</p>
AE5B2W;1134062;Darksiders Genesis;Video Games and Consoles - Nintendo Switch - Games;12+;14.5;9120080074621;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AE5B2W/8022db1d5f204b3696fc53ee5f08292a.jpg/f/darksiders-genesis.jpg;209;;English,French,German,Spanish,Italian,Russian,Japanese;English,Italian,French,Spanish;English,French,German,Korean,Spanish,Italian,Portuguese,Russian,Japanese,Traditional Chinese,Simplified Chinese;12+;2020-02-14;THQ;;Nintendo Switch;Action, Adventure;60.0;170.0;105.0;10.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>From the dawn of creation, the council has maintained the Balance across existence. Carrying out their orders are the Horsemen, Nephilim (powerful beings spawned from the unnatural union of angels and demons) who have pledged themselves to the Council and been granted immense power.</p><p>However, this power came at a tragic cost: the Horsemen were ordered to use their newfound strength to wipe out the rest of their kind. What followed was a bloody battle on Eden where the Horsemen, obeying the will of the Council, annihilated the Nephilim.</p>
AB29YV;1134061;Darksiders Genesis;Video Games and Consoles - Xbox One - Games;12+;8.25;9120080074423;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AB29YV/c86c6e6f7dc5422f81187cdaa00ddbe0.png/f/darksiders-genesis.png;180;;English,French,Italian,German,Spanish,Polish,Russian,Japanese;English,French;English,French,Italian,German,Spanish,Portuguese,Polish,Russian,Korean,Japanese,Simplified Chinese,Traditional Chinese;12+;2020-02-14;THQ;;Xbox One;Action, Adventure;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>From the dawn of creation, the council has maintained the Balance across existence. Carrying out their orders are the Horsemen, Nephilim (powerful beings spawned from the unnatural union of angels and demons) who have pledged themselves to the Council and been granted immense power.</p><p>However, this power came at a tragic cost: the Horsemen were ordered to use their newfound strength to wipe out the rest of their kind. What followed was a bloody battle on Eden where the Horsemen, obeying the will of the Council, annihilated the Nephilim.</p>
AC2V9B;198497;Maybelline - VOLUM ' EXPRESS The Rocket - Very Black;Beauty - Makeup - Eyes - Mascaras;;3.6;30101692;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AC2V9B/8216e9d60fa64feea842164abb6442a8.jpg/f/maybelline-volum-express-rocket-very-black.jpg;16;Maybelline;;;;;;Maybelline;B2118000;;;24.0;120.0;25.0;25.0;1;;;;;;;;;Black;;;;;;;;;;;;;;;;;;;;;;;Black;;;;;;;;;;;;;;;;;<p>	Maybelline - VOLUM' EXPRESS - The Rocket will instantly give mega volume to your lashes without consistency will clump of lashes. Mascara is a formula of Collage, which allows up to 9 times more volume to the eyelashes. The brush of this variant is extra large and therefore captures every hair on the lashes.</p><p>	Maybelline - VOLUM' EXPRESS - The Rocket will leave lashes intense and with a look that definitely will attract attention. The mascara is safe to use for contact lens use, making it suitable for consumers with sensitive eyes. The mascararen is a perfect evening look.</p><p><strong>How to use:</strong></p><ul><li>Apply mascara from your outer lashes to the inner and wipe the brush slowly from root to tip. Do not let the mascara dry between coats</li><li>Removed easily with make-up remover</li></ul><p><strong>Benefits:</strong></p><ul><li>Mascara with mega volume</li><li>Large brush that captures every eyelashes hair</li><li>Clump consistency</li><li>Thick lashes achieved</li><li>Volume up to 9 times</li><li>Suitable for contact lens wearers / sensitive eyes</li><li>Tested by ophthalmologists</li></ul><p>	<p><b>Maybelline - </b><b>Make it happen</b><br>Maybelline New York is one of the world's leading cosmetics brand. It is available in over 129 countries. Maybelline combines technologically advanced formulations with on-trend expertise and New York City edge. Maybelline New York's mission is to offer innovative, accessible, and effortless cosmetics for every woman, at all age. From a small, family-owned business founded in 1915 by Thomas Williams to the number one cosmetics company in the world. Maybelline New York takes trends from the catwalk to the sidewalk, empowering women to make a statement, explore new looks, and flaunt their own creativity and individuality. Inspired by confident, accomplished women, Maybelline gives you scientifically-advanced formulas, revolutionary textures and up-to-the-minute, trendsetting shades effortlessly, affordably, beautifully.</p><p>Maybelline offers more than 200 product and combines technologically advanced formulas with on-trend expertise to create accessible cosmetics with cool, urban edge and a spirited style. Maybelline has released several new products, including 'Eye Studio' collection for eye products, 'Fit Me' collection for foundation/facial products, and new 'Color Sensational' shades for lips. </p></p>
AS975E;67454;Logitech M705 wireless mouse Silver;Computers - Keyboards, Mice & Other Input Devices - Mice;;25.99;5099206023901;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AS975E/2dca97576d2841259844eb0547754587.jpg/f/logitech-m705-wireless-mouse-silver.jpg;837;;;;;;2011-03-04;Logitech;910-001949;;;280.0;225.0;170.0;100.0;1;;;;;;;;;;;;;;;;;;;;;42 mm;;;;;;;;;;;;;;;;;;;;;;;;;;71 mm;;<p>Run for years<br>Three-year battery life - Battery life may vary depending on your use.<br>- Hyper-fast scrolling<br>- Designed for control<br>- Logitech® Unifying receiver<br>- Laser tracking<br><br>Windows-based PC<br>- Windows® XP, Windows Vista® or Windows® 7<br>- USB port<br>- Mac® computer<br>- Mac OS® X 10.4 or later<br>- USB port</p><p>Logitech® Wireless Mouse M705 lets you power on... and on. It uses far less power<br>than comparable wireless mice from other companies, so you’ll go up to three<br>full years between battery changes*. And it uses a tiny wireless receiver that stays<br>plugged in to your computer, so your mouse is ready to go – whenever, wherever<br>and for as long as it takes. Plus, hyper-fast scrolling means you’ll fly through long<br>documents to find what you need in a flash. Laser tracking means you’ll get smooth,<br>responsive cursor control. And the sculpted, right-hand shape means you’ll be as<br>comfortable finishing up as you were getting started.</p>
AH74UB;1000900;Hugo Boss - Orange for Men 100 ml. EDT;Beauty - Perfume - Eau de Toilette;;29.5;0737052347974;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AH74UB/3e2ab27fbef14ae0b98996c5d4708861.jpg/f/hugo-boss-orange-for-men-100-ml-edt.jpg;12;Hugo Boss;;;;;;Hugo Boss;;;;390.0;135.0;72.0;41.0;1;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;Summer;;;;;;;;;;;;;;<p>Hugo Boss Orange Eau de Toilette for Men is a powerful scent that embodies free, optimistic and joyful spirit of a man.</p><p>It can be used by men at all ages, but the biggest group of buyers are men from 20 to 50 years.</p><p>Notes</p><p>Orange fra Hugo Boss has notes of fresh apple, vanilla, warm incense and exotic African Bubinga wood.</p><p>Eau de Toilette</p><p>Eau de Toilette is a type of perfume with a medium-low concentration of perfumed oils. It is made with around 10% concentrated aromatic compounds. <br>It generally has more water than ethanol in it and is less concentrated than Eau de Parfum. <br>You apply an Eau de Toilette on pulse point, so that the fragrance has an opportunity to blossom upwards around you.</p><p>Hugo Boss</p><p>Hugo Boss is a German luxury fashion and style house based in Metzingen, Germany. It is named after its founder, Hugo Boss (1885–1948).</p>
23A8XP;1191938;Kooduu - Synergy 35S - Portable Bluetooth Speaker & Cooler;Electronics - Audio & HiFi - Speakers - Portable Bluetooth Speakers;;64.0;0660902573134;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/23A8XP/e34b9e9a005345a3a76365081987b609.jpg/f/kooduu-synergy-35s-portable-bluetooth-speaker-cooler.jpg;67;Kooduu;;;;;;Kooduu;KS0035WS;;;2450.0;400.0;250.0;250.0;2;;;;;;;;;;;;;;;;;;;;;412 mm;;;;;;;;;;;;;;;;;;;;;;;;;;240 mm;;<h3>Kooduu - Synergy 35 S - Portable Bluetooth Speaker & Cooler</h3><p>The Lite-up is a unique Danish design LED lamp and real eyecatcher in every interior. The dimmable LED light creates a cozy atmosphere in your livingroom, bedroom, kidsroom, or wherever you are. The lamp is portable thanks to its built-in rechargeble battery, compact size and wooden handle, so you can set the mood wherever you are.<br></p><p>The dimmable LED light creates a cozy atmosphere in your living room, bedroom, kids room, or wherever you are.&nbspThe elegant design by Danish designer Eskild Hansen makes this lamp an eye catcher in every interior.&nbsp &nbsp<br></p><ul><li><span class=sc-cbTzjv cciAhs pf-108_>100% Portable</span></li><li><span class=sc-cbTzjv cciAhs pf-111_>Dimmable: 4 intensities</span></li><li><span class=sc-cbTzjv cciAhs pf-114_>Rechargeable battery</span></li></ul><p><strong>Specifications</strong>:</p><p>Dimension<br>Height: 41 cm&nbsp<br>Diameter: Ø 24 cm<br>one bottle</p><p>Product Weight<br>1.55 KG</p><p>Material<br>Genuine leather handle<br>Soft white PE body<br>Brushed aluminum ring<br>Electroplated nylon feet</p><p>Battery<br>&nbspUp to 10 hours playtime<br>Up to 18 hours lamp only<br>2000 mAh capacity</p><p>LED light 2700 Kelvin</p><p>Speaker<br>8W Full Range&nbsp<br>360 sound<br>Stereo option:<br>Pair max. 1x other<br>Synergy S speaker</p><p>Bluetooth V 4.2&nbsp<br>Up to 10m range</p><p>Charging<br>6 Hours / Micro USB</p><p><br></p><p>EAN:&nbsp660902573615 / KS0035WS</p>
AC263D;190314;Little Tikes - Gas 'n Go Mower (401316);Toys - Outdoor Toys - Garden Tools;;24.75;0050743633614;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AC263D/0c595658897641f9b517a61169dc809f.jpg/f/little-tikes-gas-n-go-mower-401316.jpg;39;Little Tikes;;;;;;MGA;401316;;;1915.0;530.0;320.0;157.0;1;;;;;;;;;Multi;;;;;;;;;;;;;;;;;;;;;;;Multi;;;;;;;;;;;;;;;;;<p>	Little tikes Gas 'n Go Mower looks like the real thing and lets children mimic the activity they see every day in the world around them. The sounds and hands-on features of this kid's lawn mower encourage pretend play and get kids moving.</p><ul><li>Sounds are mechanical, so no batteries are needed</li><li>Push the toy mower and the beads pop</li><li>Pull cord to hear engine sounds </li><li>Clicking key and moveable throttle </li><li>Removable gas can</li><li>Kids can open the tethered gas cap and pretend to fill up the lawn mower <span></span></li></ul>
237PN5;1171392;DON ONE - GMIC200 DUAL Universal Duets Twin USB Microphone Pack (PS5/PS4/PS3/Xbox One/Xbox 360/PC/DVD);Video Games and Consoles - PlayStation 4 - Accessories - Controllers;;15.99;5711336030733;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/237PN5/1f1836262de54333a907c3156cc7e571.jpg/f/don-one-gmic200-dual-universal-duets-twin-usb-microphone-pack-ps5-ps4-ps3-xbox-one-xbox-360-pc-dvd.jpg;379;DON ONE;;English,Danish,Norwegian,Swedish,Finnish,Icelandic,Dutch,German,French,Portuguese,Italian,Spanish;;;;DON ONE;;PlayStation 4;;485.0;250.0;130.0;60.0;1;;;;;;;;;Black;;;;;;;;;;;;;;;;;;;;;;;Black;;;;;;;;;;;;;;;;;<p><strong>Step into the spotlight and let your beautiful voice be heard by everyone around you! DON ONE presents a twin microphone set that can be used with all your favorite singing games.</strong></p><p>It may not be everyone who appreciates your musical talents, but that shouldn't hold you back! With this set of two DON ONE microphones, you can sing (or shout) along to all your favorite songs while playing the popular singing games. It doesn’t matter which device you play on, because these amazing microphones are compatible with almost all devices and with most singing games.</p><p>A red and a blue microphone are included, so two can be singing at the same time perhaps an emotional duet? With the 3-meter-long cable, you get extra freedom to move around and dance when you are singing.</p><p>Grab the mic from DON ONE and make your singing game experience a lot more fun!</p><p><strong>Product specifications:</strong></p><ul><li><p>High quality USB microphone dual pack (1 blue, & 1 red)</p></li><li><p>Compatible with: PS5, PS4, PS4 Pro, PS3, Xbox Series, Xbox One, Xbox 360, Nintendo Switch, Wii, Wii U and PC</p></li><li><p>Compatible with most singing game titles</p></li><li><p>Extra-long 3m USB cable</p></li><li><p>Connection: USB</p></li><li><p>Frequency range: 85Hz - 11000Hz</p></li><li><p>Impedance: 600 Ohm +/- 15% (at 1 kHz)</p></li><li><p>Microphone sensitivity: -53 +/- 3dB (at 1 kHz)</p></li></ul>
